0,1,2,3,4,5,6,7,8
重庆,江北,-,- -,-,阴,东风 <3级,17,详情
重庆,沙坪坝,-,- -,-,阴,东风 <3级,17,详情
重庆,九龙坡,-,- -,-,阴,东风 <3级,17,详情
重庆,南岸,-,- -,-,阴,东风 <3级,17,详情
重庆,开州,-,- -,-,阴,东风 <3级,14,详情
市,区/县,周六(11月11日)白天,周六(11月11日)白天,周六(11月11日)白天,周六(11月11日)夜间,周六(11月11日)夜间,周六(11月11日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,永川,阴,东风 <3级,21,小雨,西北风 <3级,13,详情
重庆,合川,阴,北风 <3级,19,小雨,北风 <3级,12,详情
重庆,南川,阴,东南风 <3级,19,小雨,东南风 <3级,11,详情
重庆,江津,阴,东北风 <3级,22,小雨,东风 <3级,13,详情
重庆,渝北,阴,东北风 <3级,18,小雨,东风 <3级,13,详情
重庆,北碚,阴,东北风 <3级,20,小雨,北风 <3级,13,详情
重庆,巴南,阴,东北风 <3级,19,小雨,东风 <3级,14,详情
重庆,长寿,阴,东北风 <3级,18,小雨,东北风 <3级,13,详情
重庆,黔江,小雨,东南风 <3级,13,小雨,南风 <3级,8,详情
重庆,渝中,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,万州,阴,东北风 <3级,15,小雨,东北风 <3级,11,详情
重庆,涪陵,阴,东风 <3级,19,小雨,东风 <3级,13,详情
重庆,城口,小雨,北风 <3级,8,小雨,东北风 <3级,5,详情
重庆,云阳,阴,东风 <3级,18,小雨,东风 <3级,13,详情
重庆,巫溪,小雨,北风 <3级,12,小雨,北风 <3级,8,详情
重庆,奉节,阴,东北风 <3级,16,小雨,东北风 <3级,11,详情
重庆,巫山,阴,东风 <3级,12,小雨,东风 <3级,8,详情
重庆,潼南,阴,北风 <3级,20,小雨,北风 <3级,11,详情
重庆,垫江,阴,东北风 <3级,18,小雨,东北风 <3级,11,详情
重庆,梁平,阴,东北风 <3级,17,小雨,东北风 <3级,9,详情
重庆,忠县,阴,东北风 <3级,18,小雨,北风 <3级,12,详情
重庆,石柱,阴,东南风 <3级,17,小雨,东南风 <3级,10,详情
重庆,大足,阴,北风 <3级,19,小雨,北风 3-4级,11,详情
重庆,荣昌,阴,东北风 <3级,22,小雨,北风 <3级,12,详情
重庆,铜梁,阴,东北风 <3级,19,小雨,北风 <3级,12,详情
重庆,璧山,阴,东北风 <3级,20,小雨,北风 <3级,13,详情
重庆,丰都,阴,东风 <3级,20,小雨,东南风 <3级,12,详情
重庆,武隆,小雨,东风 <3级,16,小雨,东风 <3级,10,详情
重庆,彭水,小雨,东南风 <3级,16,小雨,东风 <3级,11,详情
重庆,綦江,阴,东南风 <3级,20,小雨,南风 <3级,12,详情
重庆,酉阳,小雨,东风 <3级,10,小雨,东风 <3级,6,详情
重庆,大渡口,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,秀山,小雨,东风 <3级,12,小雨,东风 <3级,6,详情
重庆,江北,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,沙坪坝,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,九龙坡,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,南岸,阴,东北风 <3级,20,小雨,东北风 <3级,15,详情
重庆,开州,阴,东风 <3级,17,小雨,东风 <3级,11,详情
市,区/县,周日(11月12日)白天,周日(11月12日)白天,周日(11月12日)白天,周日(11月12日)夜间,周日(11月12日)夜间,周日(11月12日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,永川,小雨,西风 <3级,15,小雨,西南风 <3级,10,详情
重庆,合川,小雨,北风 <3级,13,小雨,南风 <3级,11,详情
重庆,南川,小雨,东南风 <3级,12,小雨,东南风 <3级,8,详情
重庆,江津,小雨,西风 <3级,15,小雨,西南风 <3级,11,详情
重庆,渝北,小雨,东风 <3级,13,小雨,南风 <3级,11,详情
重庆,北碚,小雨,西南风 <3级,16,小雨,西南风 <3级,11,详情
重庆,巴南,小雨,西南风 <3级,14,小雨,西南风 <3级,10,详情
重庆,长寿,小雨,东北风 <3级,15,小雨,南风 <3级,11,详情
重庆,黔江,小雨,南风 <3级,9,小雨,南风 <3级,7,详情
重庆,渝中,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,万州,小雨,东北风 <3级,12,小雨,东北风 <3级,9,详情
重庆,涪陵,小雨,东南风 <3级,16,小雨,南风 <3级,11,详情
重庆,城口,小雨,东北风 <3级,7,小雨,北风 <3级,4,详情
重庆,云阳,小雨,东风 <3级,13,小雨,东北风 <3级,11,详情
重庆,巫溪,小雨,北风 <3级,11,小雨,北风 <3级,8,详情
重庆,奉节,小雨,东北风 3-4级,12,小雨,东北风 <3级,10,详情
重庆,巫山,小雨,东风 <3级,10,小雨,东风 <3级,8,详情
重庆,潼南,小雨,北风 <3级,12,小雨,北风 <3级,10,详情
重庆,垫江,小雨,东北风 <3级,13,小雨,东北风 <3级,9,详情
重庆,梁平,小雨,东北风 <3级,12,小雨,东北风 <3级,9,详情
重庆,忠县,小雨,北风 <3级,13,小雨,东北风 <3级,11,详情
重庆,石柱,小雨,东南风 <3级,13,小雨,东南风 <3级,8,详情
重庆,大足,小雨,北风 <3级,12,小雨,西北风 <3级,8,详情
重庆,荣昌,小雨,北风 <3级,13,小雨,西北风 <3级,10,详情
重庆,铜梁,小雨,北风 <3级,14,小雨,西风 <3级,11,详情
重庆,璧山,小雨,西风 <3级,15,小雨,西南风 <3级,11,详情
重庆,丰都,小雨,东风 <3级,14,小雨,东风 <3级,11,详情
重庆,武隆,小雨,东风 <3级,13,小雨,东风 <3级,8,详情
重庆,彭水,小雨,东南风 <3级,13,小雨,东南风 <3级,10,详情
重庆,綦江,小雨,西南风 <3级,14,小雨,西南风 <3级,9,详情
重庆,酉阳,小雨,东风 <3级,7,小雨,东风 <3级,4,详情
重庆,大渡口,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,秀山,小雨,东北风 <3级,8,小雨,东北风 <3级,5,详情
重庆,江北,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,沙坪坝,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,九龙坡,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,南岸,小雨,西南风 <3级,15,小雨,西南风 <3级,12,详情
重庆,开州,小雨,东南风 <3级,13,小雨,东风 <3级,9,详情
市,区/县,周一(11月13日)白天,周一(11月13日)白天,周一(11月13日)白天,周一(11月13日)夜间,周一(11月13日)夜间,周一(11月13日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,永川,阴,西南风 <3级,15,晴,东北风 <3级,11,详情
重庆,合川,阴,西南风 <3级,13,晴,北风 <3级,11,详情
重庆,南川,阴,东南风 <3级,13,晴,东南风 <3级,5,详情
重庆,江津,阴,西南风 <3级,15,晴,北风 <3级,12,详情
重庆,渝北,阴,南风 <3级,13,晴,东风 <3级,11,详情
重庆,北碚,阴,南风 <3级,15,晴,北风 <3级,11,详情
重庆,巴南,阴,东北风 <3级,13,晴,东北风 <3级,10,详情
重庆,长寿,阴,南风 <3级,14,晴,东北风 <3级,11,详情
重庆,黔江,阴,南风 <3级,11,晴,东风 <3级,3,详情
重庆,渝中,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,万州,阴,东北风 <3级,12,晴,东北风 <3级,8,详情
重庆,涪陵,阴,东南风 <3级,15,晴,东风 <3级,9,详情
重庆,城口,阴,西南风 <3级,9,晴,东风 <3级,5,详情
重庆,云阳,阴,东北风 <3级,13,晴,东风 <3级,8,详情
重庆,巫溪,阴,东南风 <3级,12,晴,东北风 <3级,5,详情
重庆,奉节,阴,东北风 <3级,14,晴,东风 <3级,8,详情
重庆,巫山,阴,东风 <3级,11,晴,东风 <3级,6,详情
重庆,潼南,阴,北风 <3级,13,晴,东北风 <3级,10,详情
重庆,垫江,阴,东南风 <3级,13,晴,东风 <3级,9,详情
重庆,梁平,阴,东南风 <3级,12,晴,东北风 <3级,8,详情
重庆,忠县,阴,北风 <3级,14,晴,东南风 <3级,9,详情
重庆,石柱,阴,北风 <3级,13,晴,南风 <3级,4,详情
重庆,大足,阴,西北风 <3级,12,晴,东北风 <3级,8,详情
重庆,荣昌,阴,西南风 <3级,15,晴,东北风 <3级,10,详情
重庆,铜梁,阴,西南风 <3级,14,晴,北风 <3级,11,详情
重庆,璧山,阴,西风 <3级,15,晴,北风 <3级,11,详情
重庆,丰都,阴,东北风 <3级,14,晴,东南风 <3级,8,详情
重庆,武隆,阴,东南风 <3级,13,晴,西风 <3级,8,详情
重庆,彭水,阴,东南风 <3级,13,晴,东南风 <3级,9,详情
重庆,綦江,阴,东南风 <3级,15,多云,东南风 <3级,7,详情
重庆,酉阳,阴,东风 <3级,8,晴,东风 <3级,2,详情
重庆,大渡口,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,秀山,小雨,东北风 <3级,11,晴,东北风 <3级,4,详情
重庆,江北,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,沙坪坝,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,九龙坡,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,南岸,阴,北风 <3级,15,多云,北风 <3级,12,详情
重庆,开州,阴,东风 <3级,11,晴,东北风 <3级,8,详情
市,区/县,周二(11月14日)白天,周二(11月14日)白天,周二(11月14日)白天,周二(11月14日)夜间,周二(11月14日)夜间,周二(11月14日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,永川,多云,东北风 <3级,16,小雨,北风 <3级,11,详情
重庆,合川,晴,北风 <3级,15,小雨,北风 <3级,11,详情
重庆,南川,多云,东风 <3级,13,小雨,东南风 <3级,6,详情
重庆,江津,多云,东北风 <3级,16,小雨,北风 <3级,12,详情
重庆,渝北,多云,北风 <3级,14,小雨,北风 <3级,11,详情
重庆,北碚,多云,东风 <3级,16,小雨,北风 <3级,12,详情
重庆,巴南,多云,东北风 <3级,14,小雨,北风 <3级,10,详情
重庆,长寿,多云,东北风 <3级,14,小雨,北风 <3级,11,详情
重庆,黔江,晴,西风 <3级,13,多云,东南风 <3级,4,详情
重庆,渝中,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,万州,晴,东北风 <3级,15,多云,东北风 <3级,10,详情
重庆,涪陵,晴,西北风 <3级,15,小雨,西北风 <3级,10,详情
重庆,城口,晴,西南风 <3级,14,小雨,东北风 <3级,6,详情
重庆,云阳,晴,北风 <3级,17,多云,东风 <3级,9,详情
重庆,巫溪,晴,南风 <3级,18,晴,北风 <3级,6,详情
重庆,奉节,晴,东南风 <3级,17,晴,北风 <3级,9,详情
重庆,巫山,晴,西北风 <3级,14,晴,东风 <3级,7,详情
重庆,潼南,晴,东北风 <3级,15,小雨,北风 <3级,10,详情
重庆,垫江,晴,北风 <3级,14,小雨,北风 <3级,10,详情
重庆,梁平,晴,西北风 <3级,16,多云,北风 <3级,10,详情
重庆,忠县,晴,北风 <3级,17,多云,西北风 <3级,10,详情
重庆,石柱,晴,西北风 <3级,16,多云,东南风 <3级,6,详情
重庆,大足,多云,东北风 <3级,13,小雨,东北风 <3级,9,详情
重庆,荣昌,多云,东风 <3级,16,小雨,北风 <3级,10,详情
重庆,铜梁,多云,北风 <3级,15,小雨,北风 <3级,11,详情
重庆,璧山,多云,东北风 <3级,16,小雨,北风 <3级,12,详情
重庆,丰都,晴,西北风 <3级,15,小雨,东风 <3级,9,详情
重庆,武隆,晴,东风 <3级,16,小雨,东风 <3级,9,详情
重庆,彭水,晴,东南风 <3级,16,小雨,东南风 <3级,9,详情
重庆,綦江,多云,北风 <3级,15,小雨,西风 <3级,9,详情
重庆,酉阳,晴,西南风 <3级,11,多云,东风 <3级,3,详情
重庆,大渡口,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,秀山,晴,东南风 <3级,12,多云,东南风 <3级,5,详情
重庆,江北,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,沙坪坝,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,九龙坡,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,南岸,多云,北风 <3级,17,小雨,北风 <3级,12,详情
重庆,开州,晴,东南风 <3级,15,多云,西风 <3级,9,详情
市,区/县,周三(11月15日)白天,周三(11月15日)白天,周三(11月15日)白天,周三(11月15日)夜间,周三(11月15日)夜间,周三(11月15日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,永川,小雨,西北风 <3级,14,阴,西北风 <3级,10,详情
重庆,合川,小雨,西北风 <3级,14,多云,北风 <3级,7,详情
重庆,南川,小雨,西北风 <3级,12,小雨,西北风 <3级,7,详情
重庆,江津,小雨,西北风 <3级,14,小雨,西北风 <3级,11,详情
重庆,渝北,小雨,西北风 <3级,13,多云,西北风 <3级,7,详情
重庆,北碚,小雨,西北风 <3级,15,多云,西北风 <3级,8,详情
重庆,巴南,小雨,西北风 <3级,12,小雨,西北风 <3级,10,详情
重庆,长寿,小雨,西北风 <3级,14,小雨,北风 <3级,11,详情
重庆,黔江,小雨,西北风 <3级,11,小雨,西风 <3级,5,详情
重庆,渝中,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,万州,小雨,北风 <3级,15,小雨,南风 <3级,9,详情
重庆,涪陵,小雨,西北风 <3级,14,小雨,西北风 <3级,10,详情
重庆,城口,小雨,北风 <3级,9,多云,东北风 <3级,3,详情
重庆,云阳,小雨,南风 <3级,14,小雨,东南风 <3级,10,详情
重庆,巫溪,小雨,北风 <3级,14,小雨,西北风 <3级,5,详情
重庆,奉节,小雨,西北风 <3级,14,小雨,北风 <3级,9,详情
重庆,巫山,小雨,西北风 <3级,12,小雨,西风 <3级,6,详情
重庆,潼南,多云,西北风 <3级,14,阴,北风 <3级,7,详情
重庆,垫江,小雨,西北风 <3级,13,小雨,北风 <3级,6,详情
重庆,梁平,小雨,西北风 <3级,13,小雨,西北风 <3级,6,详情
重庆,忠县,小雨,西北风 <3级,14,小雨,西北风 <3级,9,详情
重庆,石柱,小雨,西风 <3级,13,小雨,西风 <3级,8,详情
重庆,大足,小雨,西北风 <3级,13,阴,西北风 <3级,8,详情
重庆,荣昌,小雨,北风 <3级,15,阴,西北风 <3级,9,详情
重庆,铜梁,小雨,西北风 <3级,14,阴,西北风 <3级,8,详情
重庆,璧山,小雨,西北风 <3级,14,阴,北风 <3级,9,详情
重庆,丰都,小雨,西风 <3级,13,小雨,西风 <3级,10,详情
重庆,武隆,小雨,西北风 <3级,14,小雨,西北风 <3级,10,详情
重庆,彭水,小雨,西北风 <3级,15,小雨,西北风 <3级,10,详情
重庆,綦江,小雨,西北风 <3级,13,小雨,西北风 <3级,10,详情
重庆,酉阳,小雨,东北风 <3级,10,小雨,东风 <3级,4,详情
重庆,大渡口,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,秀山,小雨,东北风 <3级,11,小雨,东北风 <3级,6,详情
重庆,江北,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,沙坪坝,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,九龙坡,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,南岸,小雨,西北风 <3级,15,阴,北风 <3级,11,详情
重庆,开州,小雨,西南风 <3级,13,小雨,西北风 <3级,7,详情
市,区/县,周四(11月16日)白天,周四(11月16日)白天,周四(11月16日)白天,周四(11月16日)夜间,周四(11月16日)夜间,周四(11月16日)夜间,
市,区/县,天气现象,风向风力,最高气温,天气现象,风向风力,最低气温,
重庆,重庆,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,永川,多云,北风 <3级,17,阴,西风 <3级,8,详情
重庆,合川,多云,西北风 <3级,16,阴,西北风 <3级,6,详情
重庆,南川,多云,西北风 <3级,15,多云,西北风 <3级,6,详情
重庆,江津,多云,西风 <3级,17,阴,西风 <3级,7,详情
重庆,渝北,多云,西风 <3级,16,阴,西南风 <3级,7,详情
重庆,北碚,多云,西北风 <3级,17,阴,西北风 <3级,8,详情
重庆,巴南,多云,西风 <3级,15,阴,西风 <3级,6,详情
重庆,长寿,阴,西风 <3级,16,阴,西北风 <3级,7,详情
重庆,黔江,阴,西北风 <3级,16,阴,北风 <3级,2,详情
重庆,渝中,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,万州,多云,西北风 <3级,16,阴,西北风 <3级,8,详情
重庆,涪陵,阴,西风 <3级,16,阴,西南风 <3级,7,详情
重庆,城口,多云,北风 <3级,10,多云,北风 <3级,4,详情
重庆,云阳,多云,西南风 <3级,17,阴,西北风 <3级,9,详情
重庆,巫溪,多云,西北风 <3级,16,多云,北风 <3级,4,详情
重庆,奉节,多云,西南风 <3级,17,阴,东北风 <3级,9,详情
重庆,巫山,多云,西风 <3级,14,多云,北风 <3级,6,详情
重庆,潼南,多云,西风 <3级,17,阴,西北风 <3级,5,详情
重庆,垫江,多云,西北风 <3级,16,阴,北风 <3级,5,详情
重庆,梁平,多云,西北风 <3级,16,阴,北风 <3级,5,详情
重庆,忠县,多云,西风 <3级,17,阴,西北风 <3级,8,详情
重庆,石柱,多云,西风 <3级,15,阴,西风 <3级,5,详情
重庆,大足,多云,东北风 <3级,15,阴,西北风 <3级,6,详情
重庆,荣昌,多云,东北风 <3级,17,阴,北风 <3级,6,详情
重庆,铜梁,多云,北风 <3级,16,阴,西北风 <3级,5,详情
重庆,璧山,多云,北风 <3级,17,阴,西北风 <3级,7,详情
重庆,丰都,多云,西风 <3级,16,阴,西南风 <3级,5,详情
重庆,武隆,多云,西北风 <3级,17,阴,西北风 <3级,7,详情
重庆,彭水,多云,西北风 <3级,19,阴,西北风 <3级,8,详情
重庆,綦江,多云,西风 <3级,15,阴,西南风 <3级,7,详情
重庆,酉阳,阴,西北风 <3级,16,阴,西北风 <3级,3,详情
重庆,大渡口,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,秀山,多云,北风 <3级,18,多云,西北风 <3级,4,详情
重庆,江北,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,沙坪坝,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,九龙坡,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,南岸,多云,西风 <3级,18,多云,西北风 <3级,9,详情
重庆,开州,多云,西北风 <3级,16,阴,北风 <3级,6,详情
